id,id_pais,id_material,fecha,id_vendedor,id_comprador,venta
83,1,4,2015-01-20 00:00:00,9,31,335
84,1,4,2015-01-20 00:00:00,14,175,73
85,1,5,2015-01-03 00:00:00,2,208,436
86,1,5,2015-01-03 00:00:00,18,179,313
87,1,5,2015-01-03 00:00:00,14,65,18
88,1,5,2015-01-03 00:00:00,11,98,8
89,1,5,2015-01-04 00:00:00,10,64,582
90,1,5,2015-01-04 00:00:00,14,227,48
91,1,5,2015-01-04 00:00:00,6,204,247
92,1,5,2015-01-09 00:00:00,13,212,812
93,1,5,2015-01-09 00:00:00,8,194,91
94,1,5,2015-01-12 00:00:00,7,148,621
95,1,5,2015-01-12 00:00:00,11,79,1142
96,1,5,2015-01-12 00:00:00,14,59,9
97,1,5,2015-01-12 00:00:00,18,67,0
98,1,5,2015-01-14 00:00:00,16,239,341
99,1,5,2015-01-14 00:00:00,3,232,202
100,1,5,2015-01-15 00:00:00,17,91,1110
101,1,5,2015-01-16 00:00:00,17,236,199
102,1,5,2015-01-16 00:00:00,13,36,523
103,1,5,2015-01-17 00:00:00,19,240,50
104,1,5,2015-01-17 00:00:00,16,133,480
105,1,5,2015-01-18 00:00:00,2,197,161
106,1,5,2015-01-18 00:00:00,19,23,7
107,1,5,2015-01-18 00:00:00,3,26,58
108,1,5,2015-01-18 00:00:00,3,180,117
109,1,5,2015-01-19 00:00:00,11,229,12
110,1,6,2015-01-06 00:00:00,6,14,674
111,1,6,2015-01-06 00:00:00,18,150,432
112,1,6,2015-01-06 00:00:00,14,230,574
113,1,6,2015-01-06 00:00:00,7,183,13
114,1,6,2015-01-08 00:00:00,16,20,347
115,1,6,2015-01-08 00:00:00,14,203,96
116,1,6,2015-01-08 00:00:00,19,168,364
117,1,6,2015-01-11 00:00:00,12,100,577
118,1,6,2015-01-11 00:00:00,14,86,383
119,1,6,2015-01-11 00:00:00,11,2,64
120,1,6,2015-01-13 00:00:00,4,58,60
121,1,6,2015-01-13 00:00:00,12,22,195
122,1,6,2015-01-14 00:00:00,9,13,766
123,1,6,2015-01-15 00:00:00,6,179,907
124,1,6,2015-01-15 00:00:00,3,225,20
125,1,6,2015-01-15 00:00:00,13,169,16
126,1,6,2015-01-18 00:00:00,9,185,598
127,1,6,2015-01-18 00:00:00,19,195,38
128,1,6,2015-01-19 00:00:00,19,79,535
129,1,6,2015-01-19 00:00:00,8,21,113
130,1,6,2015-01-19 00:00:00,14,88,6
131,1,7,2015-01-03 00:00:00,3,54,102
132,1,7,2015-01-04 00:00:00,19,34,345
133,1,7,2015-01-04 00:00:00,16,237,101
134,1,7,2015-01-05 00:00:00,17,20,151
135,1,7,2015-01-05 00:00:00,9,218,5
136,1,7,2015-01-06 00:00:00,15,126,35
137,1,7,2015-01-06 00:00:00,18,217,193
138,1,7,2015-01-06 00:00:00,8,91,87
139,1,7,2015-01-06 00:00:00,10,9,44
140,1,7,2015-01-07 00:00:00,15,78,891
141,1,7,2015-01-07 00:00:00,18,41,55
142,1,7,2015-01-07 00:00:00,4,191,58
143,1,7,2015-01-07 00:00:00,9,82,26
144,1,7,2015-01-10 00:00:00,14,28,644
145,1,7,2015-01-10 00:00:00,9,213,57
146,1,7,2015-01-10 00:00:00,3,98,61
147,1,7,2015-01-10 00:00:00,9,185,2
148,1,7,2015-01-11 00:00:00,17,165,287
149,1,7,2015-01-12 00:00:00,13,77,35
150,1,7,2015-01-12 00:00:00,12,193,20
151,1,7,2015-01-13 00:00:00,16,220,163
152,1,7,2015-01-13 00:00:00,15,168,25
153,1,7,2015-01-13 00:00:00,1,68,23
154,1,7,2015-01-16 00:00:00,13,199,772
155,1,7,2015-01-16 00:00:00,10,163,116
156,1,7,2015-01-16 00:00:00,9,115,30
157,1,7,2015-01-17 00:00:00,8,8,64
158,1,7,2015-01-18 00:00:00,4,235,583
159,1,7,2015-01-18 00:00:00,19,112,68
160,1,7,2015-01-18 00:00:00,13,165,154
161,1,7,2015-01-18 00:00:00,12,202,425
162,1,7,2015-01-19 00:00:00,2,216,7
163,1,7,2015-01-19 00:00:00,6,218,7
164,1,8,2015-01-02 00:00:00,17,145,337
165,1,8,2015-01-02 00:00:00,6,16,58
166,1,8,2015-01-02 00:00:00,14,78,44
167,1,8,2015-01-02 00:00:00,9,166,1
168,1,8,2015-01-03 00:00:00,11,147,8
169,1,8,2015-01-03 00:00:00,3,159,1
170,1,8,2015-01-03 00:00:00,18,94,0
171,1,8,2015-01-03 00:00:00,3,2,0
172,1,8,2015-01-05 00:00:00,9,237,0
173,1,8,2015-01-05 00:00:00,4,234,0
174,1,8,2015-01-05 00:00:00,8,54,0
175,1,8,2015-01-06 00:00:00,7,184,0
176,1,8,2015-01-07 00:00:00,2,237,54
177,1,8,2015-01-07 00:00:00,16,5,361
178,1,8,2015-01-07 00:00:00,18,143,145
179,1,8,2015-01-07 00:00:00,4,194,5
180,1,8,2015-01-09 00:00:00,4,186,137
181,1,8,2015-01-09 00:00:00,16,64,98
182,1,8,2015-01-09 00:00:00,14,133,189
183,1,8,2015-01-11 00:00:00,4,46,42
184,1,8,2015-01-11 00:00:00,6,65,737
185,1,8,2015-01-11 00:00:00,13,96,248
186,1,8,2015-01-15 00:00:00,9,60,77
187,1,8,2015-01-15 00:00:00,11,113,19
188,1,8,2015-01-16 00:00:00,13,14,5
189,1,8,2015-01-17 00:00:00,18,220,280
190,1,8,2015-01-18 00:00:00,9,174,223
191,1,8,2015-01-18 00:00:00,9,75,114
192,1,8,2015-01-18 00:00:00,19,55,811
193,1,8,2015-01-20 00:00:00,4,176,9
194,1,8,2015-01-20 00:00:00,17,168,9
195,1,9,2015-01-02 00:00:00,13,213,326
196,1,9,2015-01-03 00:00:00,1,87,145
197,1,9,2015-01-03 00:00:00,5,146,11
198,1,9,2015-01-06 00:00:00,12,114,695
199,1,9,2015-01-08 00:00:00,13,242,63
200,1,9,2015-01-08 00:00:00,9,162,1407
201,1,9,2015-01-08 00:00:00,12,46,94
202,1,9,2015-01-11 00:00:00,16,31,607
203,1,9,2015-01-11 00:00:00,4,211,16
204,1,9,2015-01-11 00:00:00,16,85,20
205,1,9,2015-01-11 00:00:00,1,40,40
206,1,9,2015-01-12 00:00:00,4,101,216
207,1,9,2015-01-12 00:00:00,4,184,112
208,1,9,2015-01-12 00:00:00,19,146,31
209,1,9,2015-01-15 00:00:00,1,41,1148
210,1,9,2015-01-15 00:00:00,18,142,295
211,1,9,2015-01-15 00:00:00,4,102,378
212,1,9,2015-01-17 00:00:00,3,177,186
213,1,9,2015-01-17 00:00:00,15,202,154
214,1,9,2015-01-17 00:00:00,5,175,9
215,1,9,2015-01-17 00:00:00,19,155,51
216,1,9,2015-01-18 00:00:00,5,214,5
217,1,9,2015-01-18 00:00:00,14,139,0
218,1,9,2015-01-18 00:00:00,16,115,0
219,1,9,2015-01-18 00:00:00,13,58,0
220,1,9,2015-01-20 00:00:00,1,171,85
221,1,9,2015-01-20 00:00:00,2,198,67
222,1,9,2015-01-20 00:00:00,14,225,14
223,1,9,2015-01-20 00:00:00,10,230,5
224,1,10,2015-01-05 00:00:00,18,7,480
225,1,10,2015-01-05 00:00:00,17,143,113
226,1,10,2015-01-05 00:00:00,1,234,12
227,1,10,2015-01-07 00:00:00,12,137,500
228,1,10,2015-01-07 00:00:00,14,88,120
229,1,10,2015-01-09 00:00:00,14,82,430
230,1,10,2015-01-09 00:00:00,11,132,3
231,1,10,2015-01-09 00:00:00,4,149,0
232,1,10,2015-01-09 00:00:00,6,78,1
233,1,10,2015-01-10 00:00:00,15,86,23
234,1,10,2015-01-15 00:00:00,1,99,2453
235,1,10,2015-01-15 00:00:00,19,38,185
236,1,10,2015-01-16 00:00:00,14,64,11
237,1,10,2015-01-20 00:00:00,8,215,632
238,1,11,2015-01-05 00:00:00,2,41,270
239,1,11,2015-01-06 00:00:00,7,134,156
240,1,11,2015-01-06 00:00:00,1,99,273
241,1,11,2015-01-06 00:00:00,16,163,28
242,1,11,2015-01-07 00:00:00,1,163,758
243,1,11,2015-01-08 00:00:00,10,222,11
244,1,11,2015-01-08 00:00:00,19,221,62
245,1,11,2015-01-08 00:00:00,2,79,11
246,1,11,2015-01-08 00:00:00,13,93,0
247,1,11,2015-01-10 00:00:00,18,151,0
248,1,11,2015-01-10 00:00:00,8,171,0
249,1,11,2015-01-10 00:00:00,12,165,0
250,1,11,2015-01-10 00:00:00,7,125,0
251,1,11,2015-01-11 00:00:00,10,7,57
252,1,11,2015-01-15 00:00:00,2,157,571
253,1,11,2015-01-15 00:00:00,12,165,817
254,1,11,2015-01-15 00:00:00,15,164,56
255,1,11,2015-01-15 00:00:00,5,63,55
256,1,11,2015-01-19 00:00:00,14,139,612
257,1,11,2015-01-19 00:00:00,16,30,62
258,1,11,2015-01-19 00:00:00,4,229,70
259,1,11,2015-01-20 00:00:00,18,209,111
260,1,11,2015-01-20 00:00:00,4,96,4
261,1,11,2015-01-20 00:00:00,9,156,2
262,1,12,2015-01-02 00:00:00,6,17,213
263,1,12,2015-01-04 00:00:00,14,198,880
264,1,12,2015-01-04 00:00:00,12,95,53
265,1,12,2015-01-04 00:00:00,7,205,317
266,1,12,2015-01-04 00:00:00,10,239,98
267,1,12,2015-01-05 00:00:00,1,112,1239
268,1,12,2015-01-05 00:00:00,1,221,57
269,1,12,2015-01-05 00:00:00,6,215,64
270,1,12,2015-01-05 00:00:00,11,99,24
271,1,12,2015-01-08 00:00:00,10,58,468
272,1,12,2015-01-08 00:00:00,17,74,757
273,1,12,2015-01-09 00:00:00,4,75,149
274,1,12,2015-01-11 00:00:00,3,97,1359
275,1,12,2015-01-13 00:00:00,15,185,26
276,1,12,2015-01-13 00:00:00,6,144,194
277,1,12,2015-01-13 00:00:00,13,14,3
278,1,12,2015-01-13 00:00:00,1,220,14
279,1,12,2015-01-15 00:00:00,18,135,1175
280,1,12,2015-01-15 00:00:00,2,139,0
281,1,12,2015-01-16 00:00:00,12,150,72
282,1,12,2015-01-16 00:00:00,11,159,28
283,1,12,2015-01-18 00:00:00,4,178,291
284,1,12,2015-01-20 00:00:00,2,238,2
285,1,13,2015-01-08 00:00:00,5,146,1146
286,1,13,2015-01-08 00:00:00,12,230,38
287,1,13,2015-01-08 00:00:00,12,184,235
288,1,13,2015-01-09 00:00:00,16,107,252
289,1,13,2015-01-10 00:00:00,1,16,647
290,1,13,2015-01-10 00:00:00,8,107,118
291,1,13,2015-01-10 00:00:00,11,191,20
292,1,13,2015-01-10 00:00:00,12,130,7
293,1,13,2015-01-12 00:00:00,16,182,406
294,1,13,2015-01-12 00:00:00,4,34,18
295,1,13,2015-01-13 00:00:00,10,97,325
296,1,13,2015-01-13 00:00:00,15,75,185
297,1,13,2015-01-13 00:00:00,1,162,190
298,1,13,2015-01-14 00:00:00,7,156,55
299,1,13,2015-01-18 00:00:00,8,60,1264
300,1,13,2015-01-19 00:00:00,15,18,372
301,1,13,2015-01-19 00:00:00,17,225,456
302,1,14,2015-01-05 00:00:00,8,100,1258
303,1,14,2015-01-05 00:00:00,13,79,278
304,1,14,2015-01-06 00:00:00,10,159,166
305,1,14,2015-01-06 00:00:00,16,82,141
306,1,14,2015-01-06 00:00:00,6,10,30
307,1,14,2015-01-07 00:00:00,15,17,8
308,1,14,2015-01-07 00:00:00,6,89,7
309,1,14,2015-01-10 00:00:00,2,131,934
310,1,14,2015-01-10 00:00:00,13,112,1
311,1,14,2015-01-10 00:00:00,2,4,53
312,1,14,2015-01-10 00:00:00,18,37,56
313,1,14,2015-01-11 00:00:00,1,52,11
314,1,14,2015-01-12 00:00:00,10,80,3
315,1,14,2015-01-12 00:00:00,17,104,0
316,1,14,2015-01-12 00:00:00,11,114,2
317,1,14,2015-01-13 00:00:00,13,128,40
318,1,14,2015-01-13 00:00:00,6,238,18
319,1,14,2015-01-13 00:00:00,8,226,8
320,1,14,2015-01-14 00:00:00,3,185,44
321,1,14,2015-01-16 00:00:00,5,215,390
322,1,14,2015-01-16 00:00:00,16,158,247
323,1,14,2015-01-17 00:00:00,7,115,755
324,1,14,2015-01-18 00:00:00,14,96,245
325,1,14,2015-01-20 00:00:00,17,35,393
326,1,14,2015-01-20 00:00:00,7,132,16
327,1,15,2015-01-02 00:00:00,15,7,141
328,1,15,2015-01-03 00:00:00,8,221,749
329,1,15,2015-01-03 00:00:00,4,84,158
330,1,15,2015-01-08 00:00:00,8,131,1028
331,1,15,2015-01-08 00:00:00,18,207,200
332,1,15,2015-01-08 00:00:00,13,25,403
333,1,15,2015-01-09 00:00:00,10,213,645
334,1,15,2015-01-09 00:00:00,14,20,119
335,1,15,2015-01-09 00:00:00,19,204,338
336,1,15,2015-01-09 00:00:00,7,216,84
337,1,15,2015-01-12 00:00:00,7,119,399
338,1,15,2015-01-12 00:00:00,2,142,99
339,1,15,2015-01-19 00:00:00,4,221,705
340,1,15,2015-01-19 00:00:00,3,229,524
341,1,15,2015-01-19 00:00:00,12,222,780
342,1,15,2015-01-19 00:00:00,1,197,5
343,1,15,2015-01-20 00:00:00,14,205,1
344,1,15,2015-01-20 00:00:00,8,190,1
345,1,15,2015-01-20 00:00:00,16,79,0
346,1,16,2015-01-07 00:00:00,4,124,963
347,1,16,2015-01-07 00:00:00,10,164,1220
348,1,16,2015-01-08 00:00:00,7,196,734
349,1,16,2015-01-08 00:00:00,19,133,14
350,1,16,2015-01-08 00:00:00,6,180,8
351,1,16,2015-01-09 00:00:00,19,13,590
352,1,16,2015-01-09 00:00:00,14,150,177
353,1,16,2015-01-09 00:00:00,17,47,83
354,1,16,2015-01-09 00:00:00,13,89,8
355,1,16,2015-01-10 00:00:00,9,28,498
356,1,16,2015-01-10 00:00:00,7,134,7
357,1,17,2015-01-02 00:00:00,16,66,379
358,1,17,2015-01-02 00:00:00,4,215,154
359,1,17,2015-01-04 00:00:00,10,120,691
360,1,17,2015-01-04 00:00:00,5,92,693
361,1,17,2015-01-08 00:00:00,3,80,966
362,1,17,2015-01-09 00:00:00,18,206,245
363,1,17,2015-01-09 00:00:00,19,49,748
364,1,17,2015-01-09 00:00:00,6,159,15
365,1,17,2015-01-10 00:00:00,8,217,12
366,1,17,2015-01-12 00:00:00,16,238,311
367,1,17,2015-01-13 00:00:00,19,148,87
368,1,17,2015-01-14 00:00:00,17,184,89
369,1,17,2015-01-14 00:00:00,7,198,19
370,1,17,2015-01-14 00:00:00,13,143,129
371,1,17,2015-01-15 00:00:00,12,241,16
372,1,17,2015-01-15 00:00:00,4,135,15
373,1,17,2015-01-15 00:00:00,18,96,0
374,1,17,2015-01-16 00:00:00,14,223,173
375,1,17,2015-01-16 00:00:00,4,230,723
376,1,17,2015-01-16 00:00:00,4,171,14
377,1,17,2015-01-17 00:00:00,9,30,160
378,1,17,2015-01-17 00:00:00,4,7,173
379,1,17,2015-01-17 00:00:00,17,147,44
380,1,17,2015-01-18 00:00:00,13,154,9
381,1,17,2015-01-18 00:00:00,13,26,14
382,1,17,2015-01-18 00:00:00,10,37,0
383,1,17,2015-01-18 00:00:00,9,165,0
384,1,18,2015-01-02 00:00:00,1,167,180
385,1,18,2015-01-10 00:00:00,9,237,1249
386,1,18,2015-01-10 00:00:00,12,182,384
387,1,18,2015-01-11 00:00:00,8,32,974
388,1,18,2015-01-11 00:00:00,17,187,209
389,1,18,2015-01-11 00:00:00,3,15,88
390,1,18,2015-01-13 00:00:00,8,168,943
391,1,18,2015-01-13 00:00:00,10,155,53
392,1,18,2015-01-13 00:00:00,14,152,20
393,1,18,2015-01-13 00:00:00,12,2,2
394,1,18,2015-01-14 00:00:00,13,200,650
395,1,18,2015-01-14 00:00:00,3,204,17
396,1,18,2015-01-14 00:00:00,17,189,3
397,1,18,2015-01-14 00:00:00,19,144,6
398,1,18,2015-01-15 00:00:00,18,54,501
399,1,18,2015-01-15 00:00:00,8,221,6
400,1,18,2015-01-15 00:00:00,5,73,8
401,1,18,2015-01-16 00:00:00,16,119,140
402,1,18,2015-01-16 00:00:00,5,61,89
403,1,18,2015-01-16 00:00:00,4,190,77
404,1,18,2015-01-17 00:00:00,1,38,217
405,1,18,2015-01-17 00:00:00,11,234,16
406,1,19,2015-01-04 00:00:00,1,229,481
407,1,19,2015-01-05 00:00:00,10,152,244
408,1,19,2015-01-05 00:00:00,11,104,82
409,1,19,2015-01-05 00:00:00,8,13,13
410,1,19,2015-01-05 00:00:00,12,149,6
411,1,19,2015-01-07 00:00:00,19,52,1057
412,1,19,2015-01-07 00:00:00,1,151,72
413,1,19,2015-01-07 00:00:00,17,115,115
414,1,19,2015-01-08 00:00:00,16,153,262
415,1,19,2015-01-08 00:00:00,15,207,34
416,1,19,2015-01-08 00:00:00,3,37,24
417,1,19,2015-01-11 00:00:00,11,130,126
418,1,19,2015-01-11 00:00:00,8,115,770
419,1,19,2015-01-15 00:00:00,11,27,625
420,1,19,2015-01-15 00:00:00,8,239,260
421,1,19,2015-01-16 00:00:00,5,225,74
422,1,19,2015-01-18 00:00:00,12,100,241
423,1,19,2015-01-18 00:00:00,11,87,41
424,1,19,2015-01-18 00:00:00,15,46,16
425,1,19,2015-01-19 00:00:00,15,158,588
426,1,19,2015-01-19 00:00:00,15,120,107
427,1,19,2015-01-19 00:00:00,6,202,90
428,1,20,2015-01-02 00:00:00,13,154,152
429,1,20,2015-01-02 00:00:00,12,237,184
430,1,20,2015-01-03 00:00:00,2,68,13
431,1,20,2015-01-03 00:00:00,5,124,20
432,1,20,2015-01-03 00:00:00,4,67,2
433,1,20,2015-01-03 00:00:00,18,114,8
434,1,20,2015-01-06 00:00:00,6,194,633
435,1,20,2015-01-08 00:00:00,3,120,517
436,1,20,2015-01-08 00:00:00,17,142,76
437,1,20,2015-01-10 00:00:00,3,218,338
438,1,20,2015-01-10 00:00:00,3,89,183
439,1,20,2015-01-10 00:00:00,10,21,513
440,1,20,2015-01-13 00:00:00,3,205,772
441,1,20,2015-01-13 00:00:00,8,63,527
442,1,20,2015-01-13 00:00:00,3,18,129
443,1,20,2015-01-13 00:00:00,8,144,0
444,1,20,2015-01-15 00:00:00,11,40,2
445,1,20,2015-01-15 00:00:00,18,137,0
446,1,20,2015-01-15 00:00:00,4,217,0
447,1,20,2015-01-15 00:00:00,3,18,0
448,1,20,2015-01-16 00:00:00,6,235,186
449,1,20,2015-01-16 00:00:00,14,240,265
450,1,20,2015-01-16 00:00:00,7,93,68
451,1,20,2015-01-17 00:00:00,19,7,222
452,1,20,2015-01-17 00:00:00,14,228,9
453,1,20,2015-01-20 00:00:00,8,243,1071
454,1,20,2015-01-20 00:00:00,14,33,0
455,1,20,2015-01-20 00:00:00,15,137,0
456,1,21,2015-01-02 00:00:00,3,225,38
457,1,21,2015-01-02 00:00:00,8,75,8
458,1,21,2015-01-03 00:00:00,3,13,620
459,1,21,2015-01-03 00:00:00,12,151,173
460,1,21,2015-01-03 00:00:00,19,219,64
461,1,21,2015-01-05 00:00:00,5,211,565
462,1,21,2015-01-05 00:00:00,2,217,344
463,1,21,2015-01-05 00:00:00,16,51,81
464,1,21,2015-01-05 00:00:00,12,205,53
465,1,21,2015-01-06 00:00:00,15,35,837
466,1,21,2015-01-06 00:00:00,3,33,11
467,1,21,2015-01-07 00:00:00,6,190,10
468,1,21,2015-01-08 00:00:00,2,27,264
469,1,21,2015-01-08 00:00:00,15,31,300
470,1,21,2015-01-08 00:00:00,5,123,122
471,1,21,2015-01-11 00:00:00,10,62,1124
472,1,21,2015-01-11 00:00:00,7,71,336
473,1,21,2015-01-12 00:00:00,7,182,266
474,1,21,2015-01-12 00:00:00,1,87,6
475,1,21,2015-01-13 00:00:00,5,93,531
476,1,21,2015-01-13 00:00:00,19,94,16
477,1,21,2015-01-13 00:00:00,9,166,0
478,1,21,2015-01-14 00:00:00,18,85,0
479,1,21,2015-01-15 00:00:00,1,153,527
480,1,21,2015-01-17 00:00:00,8,41,1040
481,1,21,2015-01-18 00:00:00,2,50,217
482,1,21,2015-01-19 00:00:00,15,13,264
483,1,21,2015-01-20 00:00:00,9,175,537
484,1,21,2015-01-20 00:00:00,17,198,773
485,1,21,2015-01-20 00:00:00,18,80,17
486,1,22,2015-01-02 00:00:00,7,153,380
487,1,22,2015-01-02 00:00:00,12,194,184
488,1,22,2015-01-02 00:00:00,11,92,63
489,1,22,2015-01-03 00:00:00,5,243,333
490,1,22,2015-01-03 00:00:00,13,135,192
491,1,22,2015-01-03 00:00:00,16,123,216
492,1,22,2015-01-03 00:00:00,19,21,55
493,1,22,2015-01-04 00:00:00,5,124,6
494,1,22,2015-01-04 00:00:00,14,111,2
495,1,22,2015-01-04 00:00:00,3,241,8
496,1,22,2015-01-06 00:00:00,4,241,44
497,1,22,2015-01-07 00:00:00,6,171,339
498,1,22,2015-01-07 00:00:00,18,162,31
499,1,22,2015-01-07 00:00:00,14,31,24
500,1,22,2015-01-09 00:00:00,10,123,28
501,1,22,2015-01-09 00:00:00,2,209,76
502,1,22,2015-01-09 00:00:00,19,50,175
503,1,22,2015-01-09 00:00:00,5,102,7
504,1,22,2015-01-10 00:00:00,7,129,233
505,1,22,2015-01-10 00:00:00,3,62,152
506,1,22,2015-01-14 00:00:00,2,43,578
507,1,22,2015-01-14 00:00:00,9,157,125
508,1,22,2015-01-14 00:00:00,18,172,518
509,1,22,2015-01-14 00:00:00,6,40,515
510,1,22,2015-01-15 00:00:00,3,239,349
511,1,22,2015-01-15 00:00:00,16,44,531
512,1,22,2015-01-16 00:00:00,6,190,585
513,1,22,2015-01-16 00:00:00,7,31,41
514,1,22,2015-01-16 00:00:00,8,235,61
515,1,22,2015-01-17 00:00:00,11,222,85
516,1,22,2015-01-17 00:00:00,9,22,273
517,1,22,2015-01-17 00:00:00,15,213,67
518,1,22,2015-01-17 00:00:00,11,135,20
519,1,22,2015-01-19 00:00:00,2,67,3
520,1,22,2015-01-19 00:00:00,8,47,0
521,1,22,2015-01-19 00:00:00,19,183,0
522,1,22,2015-01-19 00:00:00,12,240,0
523,1,22,2015-01-20 00:00:00,9,134,0
524,1,22,2015-01-20 00:00:00,2,97,0
525,1,23,2015-01-05 00:00:00,16,225,35
526,1,23,2015-01-05 00:00:00,6,80,35
527,1,23,2015-01-05 00:00:00,6,22,28
528,1,23,2015-01-07 00:00:00,1,81,314
529,1,23,2015-01-09 00:00:00,5,191,1229
530,1,23,2015-01-10 00:00:00,19,15,48
531,1,23,2015-01-10 00:00:00,8,219,9
532,1,23,2015-01-10 00:00:00,2,167,5
533,1,23,2015-01-12 00:00:00,3,199,886
534,1,23,2015-01-13 00:00:00,16,168,37
535,1,23,2015-01-13 00:00:00,15,135,43
536,1,23,2015-01-13 00:00:00,9,214,22
537,1,23,2015-01-14 00:00:00,17,94,13
538,1,23,2015-01-14 00:00:00,4,156,1
539,1,23,2015-01-14 00:00:00,10,172,2
540,1,23,2015-01-14 00:00:00,8,165,1
541,1,23,2015-01-18 00:00:00,4,87,225
542,1,23,2015-01-18 00:00:00,6,159,316
543,1,23,2015-01-20 00:00:00,2,125,1161
544,1,23,2015-01-20 00:00:00,18,210,19
545,1,24,2015-01-02 00:00:00,2,164,855
546,1,24,2015-01-02 00:00:00,1,163,8
547,1,24,2015-01-02 00:00:00,14,144,32
548,1,24,2015-01-02 00:00:00,10,202,3
549,1,24,2015-01-07 00:00:00,7,65,1268
550,1,24,2015-01-07 00:00:00,15,160,282
551,1,24,2015-01-08 00:00:00,17,206,102
552,1,24,2015-01-10 00:00:00,8,17,425
553,1,24,2015-01-10 00:00:00,2,242,1083
554,1,24,2015-01-14 00:00:00,18,64,46
555,1,24,2015-01-14 00:00:00,8,30,596
556,1,24,2015-01-14 00:00:00,15,228,84
