id,id_pais,id_material,fecha,stock
78,1,1,2021-03-19 00:00:00,196
79,1,1,2021-03-20 00:00:00,196
80,1,1,2021-03-21 00:00:00,196
81,1,1,2021-03-22 00:00:00,196
82,1,1,2021-03-23 00:00:00,196
83,1,1,2021-03-24 00:00:00,196
84,1,1,2021-03-25 00:00:00,196
85,1,1,2021-03-26 00:00:00,196
86,1,1,2021-03-27 00:00:00,196
87,1,1,2021-03-28 00:00:00,196
88,1,1,2021-03-29 00:00:00,196
89,1,1,2021-03-30 00:00:00,196
90,1,1,2021-03-31 00:00:00,196
91,1,1,2021-04-01 00:00:00,196
92,1,1,2021-04-02 00:00:00,196
93,1,1,2021-04-03 00:00:00,196
94,1,1,2021-04-04 00:00:00,196
95,1,1,2021-04-05 00:00:00,196
96,1,1,2021-04-06 00:00:00,196
97,1,1,2021-04-07 00:00:00,196
98,1,1,2021-04-08 00:00:00,196
99,1,1,2021-04-09 00:00:00,196
100,1,1,2021-04-10 00:00:00,196
101,1,1,2021-04-11 00:00:00,196
102,1,1,2021-04-12 00:00:00,117
103,1,1,2021-04-13 00:00:00,147
104,1,1,2021-04-14 00:00:00,237
105,1,1,2021-04-15 00:00:00,237
106,1,1,2021-04-16 00:00:00,237
107,1,1,2021-04-17 00:00:00,237
108,1,1,2021-04-18 00:00:00,237
109,1,1,2021-04-19 00:00:00,237
110,1,1,2021-04-20 00:00:00,237
111,1,1,2021-04-21 00:00:00,237
112,1,1,2021-04-22 00:00:00,237
113,1,1,2021-04-23 00:00:00,237
114,1,1,2021-04-24 00:00:00,237
115,1,1,2021-04-25 00:00:00,237
116,1,1,2021-04-26 00:00:00,237
117,1,1,2021-04-27 00:00:00,237
118,1,1,2021-04-28 00:00:00,237
119,1,1,2021-04-29 00:00:00,237
120,1,1,2021-04-30 00:00:00,237
121,1,1,2021-05-01 00:00:00,237
122,1,1,2021-05-02 00:00:00,237
123,1,1,2021-05-03 00:00:00,237
124,1,1,2021-05-04 00:00:00,237
125,1,1,2021-05-05 00:00:00,237
126,1,1,2021-05-06 00:00:00,237
127,1,1,2021-05-07 00:00:00,237
128,1,1,2021-05-08 00:00:00,237
129,1,1,2021-05-09 00:00:00,237
130,1,1,2021-05-10 00:00:00,237
131,1,1,2021-05-11 00:00:00,237
132,1,1,2021-05-12 00:00:00,237
133,1,1,2021-05-13 00:00:00,237
134,1,1,2021-05-14 00:00:00,237
135,1,1,2021-05-15 00:00:00,237
136,1,1,2021-05-16 00:00:00,237
137,1,1,2021-05-17 00:00:00,237
138,1,1,2021-05-18 00:00:00,237
139,1,1,2021-05-19 00:00:00,237
140,1,1,2021-05-20 00:00:00,237
141,1,1,2021-05-21 00:00:00,237
142,1,1,2021-05-22 00:00:00,237
143,1,1,2021-05-23 00:00:00,237
144,1,1,2021-05-24 00:00:00,237
145,1,1,2021-05-25 00:00:00,237
146,1,1,2021-05-26 00:00:00,237
147,1,1,2021-05-27 00:00:00,237
148,1,1,2021-05-28 00:00:00,237
149,1,1,2021-05-29 00:00:00,237
150,1,1,2021-05-30 00:00:00,237
151,1,1,2021-05-31 00:00:00,237
152,1,1,2021-06-01 00:00:00,237
153,1,1,2021-06-02 00:00:00,237
154,1,1,2021-06-03 00:00:00,237
155,1,1,2021-06-04 00:00:00,237
156,1,1,2021-06-05 00:00:00,237
157,1,1,2021-06-06 00:00:00,237
158,1,1,2021-06-07 00:00:00,237
159,1,1,2021-06-08 00:00:00,237
160,1,1,2021-06-09 00:00:00,237
161,1,1,2021-06-10 00:00:00,237
162,1,1,2021-06-11 00:00:00,237
163,1,1,2021-06-12 00:00:00,237
164,1,1,2021-06-13 00:00:00,237
165,1,1,2021-06-14 00:00:00,237
166,1,1,2021-06-15 00:00:00,237
167,1,1,2021-06-16 00:00:00,237
168,1,1,2021-06-17 00:00:00,237
169,1,1,2021-06-18 00:00:00,237
170,1,1,2021-06-19 00:00:00,237
171,1,1,2021-06-20 00:00:00,237
172,1,1,2021-06-21 00:00:00,237
173,1,1,2021-06-22 00:00:00,237
174,1,1,2021-06-23 00:00:00,237
175,1,1,2021-06-24 00:00:00,237
176,1,1,2021-06-25 00:00:00,237
177,1,1,2021-06-26 00:00:00,237
178,1,1,2021-06-27 00:00:00,237
179,1,1,2021-06-28 00:00:00,237
180,1,1,2021-06-29 00:00:00,237
181,1,1,2021-06-30 00:00:00,237
182,1,1,2021-07-01 00:00:00,237
183,1,1,2021-07-02 00:00:00,237
184,1,1,2021-07-03 00:00:00,237
185,1,1,2021-07-04 00:00:00,237
186,1,1,2021-07-05 00:00:00,237
187,1,1,2021-07-06 00:00:00,237
188,1,1,2021-07-07 00:00:00,237
189,1,1,2021-07-08 00:00:00,237
190,1,1,2021-07-09 00:00:00,237
191,1,1,2021-07-10 00:00:00,237
192,1,1,2021-07-11 00:00:00,237
193,1,1,2021-07-12 00:00:00,237
194,1,1,2021-07-13 00:00:00,237
195,1,1,2021-07-14 00:00:00,237
196,1,1,2021-07-15 00:00:00,237
197,1,1,2021-07-16 00:00:00,237
198,1,1,2021-07-17 00:00:00,237
199,1,1,2021-07-18 00:00:00,237
200,1,1,2021-07-19 00:00:00,237
201,1,1,2021-07-20 00:00:00,237
202,1,1,2021-07-21 00:00:00,237
203,1,1,2021-07-22 00:00:00,237
204,1,1,2021-07-23 00:00:00,237
205,1,1,2021-07-24 00:00:00,237
206,1,1,2021-07-25 00:00:00,237
207,1,1,2021-07-26 00:00:00,237
208,1,1,2021-07-27 00:00:00,237
209,1,1,2021-07-28 00:00:00,237
210,1,1,2021-07-29 00:00:00,237
211,1,1,2021-07-30 00:00:00,237
212,1,1,2021-07-31 00:00:00,237
213,1,1,2021-08-01 00:00:00,237
214,1,1,2021-08-02 00:00:00,237
215,1,1,2021-08-03 00:00:00,237
216,1,1,2021-08-04 00:00:00,237
217,1,1,2021-08-05 00:00:00,237
218,1,1,2021-08-06 00:00:00,237
219,1,1,2021-08-07 00:00:00,237
220,1,1,2021-08-08 00:00:00,237
221,1,1,2021-08-09 00:00:00,237
222,1,1,2021-08-10 00:00:00,237
223,1,1,2021-08-11 00:00:00,237
224,1,1,2021-08-12 00:00:00,237
225,1,1,2021-08-13 00:00:00,237
226,1,1,2021-08-14 00:00:00,237
227,1,1,2021-08-15 00:00:00,237
228,1,1,2021-08-16 00:00:00,237
229,1,1,2021-08-17 00:00:00,237
230,1,1,2021-08-18 00:00:00,97
231,1,1,2021-08-19 00:00:00,97
232,1,1,2021-08-20 00:00:00,187
233,1,1,2021-08-21 00:00:00,187
234,1,1,2021-08-22 00:00:00,187
235,1,1,2021-08-23 00:00:00,187
236,1,1,2021-08-24 00:00:00,187
237,1,1,2021-08-25 00:00:00,187
238,1,1,2021-08-26 00:00:00,187
239,1,1,2021-08-27 00:00:00,187
240,1,1,2021-08-28 00:00:00,187
241,1,1,2021-08-29 00:00:00,187
242,1,1,2021-08-30 00:00:00,187
243,1,1,2021-08-31 00:00:00,187
244,1,1,2021-09-01 00:00:00,187
245,1,1,2021-09-02 00:00:00,187
246,1,1,2021-09-03 00:00:00,187
247,1,1,2021-09-04 00:00:00,187
248,1,1,2021-09-05 00:00:00,187
249,1,1,2021-09-06 00:00:00,187
250,1,1,2021-09-07 00:00:00,187
251,1,1,2021-09-08 00:00:00,187
252,1,1,2021-09-09 00:00:00,187
253,1,1,2021-09-10 00:00:00,187
254,1,1,2021-09-11 00:00:00,187
255,1,1,2021-09-12 00:00:00,187
256,1,1,2021-09-13 00:00:00,187
257,1,1,2021-09-14 00:00:00,187
258,1,1,2021-09-15 00:00:00,187
259,1,1,2021-09-16 00:00:00,187
260,1,1,2021-09-17 00:00:00,187
261,1,1,2021-09-18 00:00:00,187
262,1,1,2021-09-19 00:00:00,187
263,1,1,2021-09-20 00:00:00,187
264,1,1,2021-09-21 00:00:00,187
265,1,1,2021-09-22 00:00:00,187
266,1,1,2021-09-23 00:00:00,187
267,1,1,2021-09-24 00:00:00,187
268,1,1,2021-09-25 00:00:00,187
269,1,1,2021-09-26 00:00:00,187
270,1,1,2021-09-27 00:00:00,187
271,1,1,2021-09-28 00:00:00,187
272,1,1,2021-09-29 00:00:00,187
273,1,1,2021-09-30 00:00:00,187
274,1,1,2021-10-01 00:00:00,187
275,1,1,2021-10-02 00:00:00,187
276,1,1,2021-10-03 00:00:00,187
277,1,1,2021-10-04 00:00:00,187
278,1,1,2021-10-05 00:00:00,187
279,1,1,2021-10-06 00:00:00,187
280,1,1,2021-10-07 00:00:00,187
281,1,1,2021-10-08 00:00:00,187
282,1,1,2021-10-09 00:00:00,187
283,1,1,2021-10-10 00:00:00,187
284,1,1,2021-10-11 00:00:00,187
285,1,1,2021-10-12 00:00:00,187
286,1,1,2021-10-13 00:00:00,187
287,1,1,2021-10-14 00:00:00,187
288,1,1,2021-10-15 00:00:00,187
289,1,1,2021-10-16 00:00:00,90
290,1,1,2021-10-17 00:00:00,130
291,1,1,2021-10-18 00:00:00,140
292,1,1,2021-10-19 00:00:00,140
293,1,1,2021-10-20 00:00:00,220
294,1,1,2021-10-21 00:00:00,220
295,1,1,2021-10-22 00:00:00,220
296,1,1,2021-10-23 00:00:00,220
297,1,1,2021-10-24 00:00:00,220
298,1,1,2021-10-25 00:00:00,220
299,1,1,2021-10-26 00:00:00,220
300,1,1,2021-10-27 00:00:00,220
301,1,1,2021-10-28 00:00:00,220
302,1,1,2021-10-29 00:00:00,220
303,1,1,2021-10-30 00:00:00,220
304,1,1,2021-10-31 00:00:00,220
305,1,1,2021-11-01 00:00:00,220
306,1,1,2021-11-02 00:00:00,220
307,1,1,2021-11-03 00:00:00,220
308,1,1,2021-11-04 00:00:00,220
309,1,1,2021-11-05 00:00:00,220
310,1,1,2021-11-06 00:00:00,220
311,1,1,2021-11-07 00:00:00,220
312,1,1,2021-11-08 00:00:00,220
313,1,1,2021-11-09 00:00:00,220
314,1,1,2021-11-10 00:00:00,220
315,1,1,2021-11-11 00:00:00,220
316,1,1,2021-11-12 00:00:00,220
317,1,1,2021-11-13 00:00:00,220
318,1,1,2021-11-14 00:00:00,220
319,1,1,2021-11-15 00:00:00,220
320,1,1,2021-11-16 00:00:00,220
321,1,1,2021-11-17 00:00:00,220
322,1,1,2021-11-18 00:00:00,220
323,1,1,2021-11-19 00:00:00,220
324,1,1,2021-11-20 00:00:00,220
325,1,1,2021-11-21 00:00:00,220
326,1,1,2021-11-22 00:00:00,220
327,1,1,2021-11-23 00:00:00,220
328,1,1,2021-11-24 00:00:00,220
329,1,1,2021-11-25 00:00:00,220
330,1,1,2021-11-26 00:00:00,220
331,1,1,2021-11-27 00:00:00,220
332,1,1,2021-11-28 00:00:00,220
333,1,1,2021-11-29 00:00:00,220
334,1,1,2021-11-30 00:00:00,220
335,1,1,2021-12-01 00:00:00,220
336,1,1,2021-12-02 00:00:00,220
337,1,1,2021-12-03 00:00:00,220
338,1,1,2021-12-04 00:00:00,220
339,1,1,2021-12-05 00:00:00,220
340,1,1,2021-12-06 00:00:00,220
341,1,1,2021-12-07 00:00:00,220
342,1,1,2021-12-08 00:00:00,220
343,1,1,2021-12-09 00:00:00,220
344,1,1,2021-12-10 00:00:00,220
345,1,1,2021-12-11 00:00:00,220
346,1,1,2021-12-12 00:00:00,220
347,1,1,2021-12-13 00:00:00,220
348,1,1,2021-12-14 00:00:00,220
349,1,1,2021-12-15 00:00:00,220
350,1,1,2021-12-16 00:00:00,220
351,1,1,2021-12-17 00:00:00,220
352,1,1,2021-12-18 00:00:00,220
353,1,1,2021-12-19 00:00:00,220
354,1,1,2021-12-20 00:00:00,220
355,1,1,2021-12-21 00:00:00,220
356,1,1,2021-12-22 00:00:00,220
357,1,1,2021-12-23 00:00:00,220
358,1,1,2021-12-24 00:00:00,220
359,1,1,2021-12-25 00:00:00,220
360,1,1,2021-12-26 00:00:00,220
361,1,1,2021-12-27 00:00:00,220
362,1,1,2021-12-28 00:00:00,161
363,1,1,2021-12-29 00:00:00,161
364,1,1,2021-12-30 00:00:00,161
365,1,1,2021-12-31 00:00:00,161
366,1,1,2022-01-01 00:00:00,161
367,1,1,2022-01-02 00:00:00,161
368,1,1,2022-01-03 00:00:00,161
369,1,1,2022-01-04 00:00:00,161
370,1,1,2022-01-05 00:00:00,161
371,1,1,2022-01-06 00:00:00,161
372,1,1,2022-01-07 00:00:00,161
373,1,1,2022-01-08 00:00:00,161
374,1,1,2022-01-09 00:00:00,161
375,1,1,2022-01-10 00:00:00,161
376,1,1,2022-01-11 00:00:00,161
377,1,1,2022-01-12 00:00:00,161
378,1,1,2022-01-13 00:00:00,161
379,1,1,2022-01-14 00:00:00,161
380,1,1,2022-01-15 00:00:00,161
381,1,1,2022-01-16 00:00:00,161
382,1,1,2022-01-17 00:00:00,161
383,1,1,2022-01-18 00:00:00,161
384,1,1,2022-01-19 00:00:00,161
385,1,1,2022-01-20 00:00:00,161
386,1,1,2022-01-21 00:00:00,161
387,1,1,2022-01-22 00:00:00,161
388,1,1,2022-01-23 00:00:00,161
389,1,1,2022-01-24 00:00:00,161
390,1,1,2022-01-25 00:00:00,161
391,1,1,2022-01-26 00:00:00,161
392,1,1,2022-01-27 00:00:00,161
393,1,1,2022-01-28 00:00:00,161
394,1,1,2022-01-29 00:00:00,176
395,1,1,2022-01-30 00:00:00,176
396,1,1,2022-01-31 00:00:00,176
397,1,1,2022-02-01 00:00:00,176
398,1,1,2022-02-02 00:00:00,176
399,1,1,2022-02-03 00:00:00,176
400,1,1,2022-02-04 00:00:00,176
401,1,1,2022-02-05 00:00:00,176
402,1,1,2022-02-06 00:00:00,176
403,1,1,2022-02-07 00:00:00,176
404,1,1,2022-02-08 00:00:00,176
405,1,1,2022-02-09 00:00:00,176
406,1,1,2022-02-10 00:00:00,176
407,1,1,2022-02-11 00:00:00,176
408,1,1,2022-02-12 00:00:00,176
409,1,1,2022-02-13 00:00:00,176
410,1,1,2022-02-14 00:00:00,176
411,1,1,2022-02-15 00:00:00,176
412,1,1,2022-02-16 00:00:00,176
413,1,1,2022-02-17 00:00:00,176
414,1,1,2022-02-18 00:00:00,176
415,1,1,2022-02-19 00:00:00,176
416,1,1,2022-02-20 00:00:00,176
417,1,1,2022-02-21 00:00:00,176
418,1,1,2022-02-22 00:00:00,176
419,1,1,2022-02-23 00:00:00,176
420,1,1,2022-02-24 00:00:00,176
421,1,1,2022-02-25 00:00:00,176
422,1,1,2022-02-26 00:00:00,176
423,1,1,2022-02-27 00:00:00,176
424,1,1,2022-02-28 00:00:00,176
425,1,1,2022-03-01 00:00:00,176
426,1,1,2022-03-02 00:00:00,176
427,1,1,2022-03-03 00:00:00,176
428,1,1,2022-03-04 00:00:00,176
429,1,1,2022-03-05 00:00:00,176
430,1,1,2022-03-06 00:00:00,176
431,1,1,2022-03-07 00:00:00,176
432,1,1,2022-03-08 00:00:00,176
433,1,1,2022-03-09 00:00:00,176
434,1,1,2022-03-10 00:00:00,176
435,1,1,2022-03-11 00:00:00,176
436,1,1,2022-03-12 00:00:00,176
437,1,1,2022-03-13 00:00:00,176
438,1,1,2022-03-14 00:00:00,176
439,1,1,2022-03-15 00:00:00,176
440,1,1,2022-03-16 00:00:00,176
441,1,1,2022-03-17 00:00:00,176
442,1,1,2022-03-18 00:00:00,176
443,1,1,2022-03-19 00:00:00,176
444,1,1,2022-03-20 00:00:00,176
445,1,1,2022-03-21 00:00:00,176
446,1,1,2022-03-22 00:00:00,176
447,1,1,2022-03-23 00:00:00,176
448,1,1,2022-03-24 00:00:00,176
449,1,1,2022-03-25 00:00:00,176
450,1,1,2022-03-26 00:00:00,176
451,1,1,2022-03-27 00:00:00,176
452,1,1,2022-03-28 00:00:00,176
453,1,1,2022-03-29 00:00:00,176
454,1,1,2022-03-30 00:00:00,176
455,1,1,2022-03-31 00:00:00,176
456,1,1,2022-04-01 00:00:00,176
457,1,1,2022-04-02 00:00:00,176
458,1,1,2022-04-03 00:00:00,176
459,1,1,2022-04-04 00:00:00,176
460,1,1,2022-04-05 00:00:00,176
461,1,1,2022-04-06 00:00:00,176
462,1,1,2022-04-07 00:00:00,176
463,1,1,2022-04-08 00:00:00,176
464,1,1,2022-04-09 00:00:00,176
465,1,1,2022-04-10 00:00:00,176
466,1,1,2022-04-11 00:00:00,176
467,1,1,2022-04-12 00:00:00,176
468,1,1,2022-04-13 00:00:00,176
469,1,1,2022-04-14 00:00:00,176
470,1,1,2022-04-15 00:00:00,176
471,1,1,2022-04-16 00:00:00,176
472,1,1,2022-04-17 00:00:00,176
473,1,1,2022-04-18 00:00:00,176
474,1,1,2022-04-19 00:00:00,176
475,1,1,2022-04-20 00:00:00,176
476,1,1,2022-04-21 00:00:00,176
477,1,1,2022-04-22 00:00:00,176
478,1,1,2022-04-23 00:00:00,176
479,1,1,2022-04-24 00:00:00,176
480,1,1,2022-04-25 00:00:00,176
481,1,1,2022-04-26 00:00:00,176
482,1,1,2022-04-27 00:00:00,176
483,1,1,2022-04-28 00:00:00,176
484,1,1,2022-04-29 00:00:00,176
485,1,1,2022-04-30 00:00:00,176
486,1,1,2022-05-01 00:00:00,176
487,1,1,2022-05-02 00:00:00,176
488,1,1,2022-05-03 00:00:00,176
489,1,1,2022-05-04 00:00:00,176
490,1,1,2022-05-05 00:00:00,176
491,1,1,2022-05-06 00:00:00,176
492,1,1,2022-05-07 00:00:00,176
493,1,1,2022-05-08 00:00:00,176
494,1,1,2022-05-09 00:00:00,176
495,1,1,2022-05-10 00:00:00,176
496,1,1,2022-05-11 00:00:00,176
497,1,1,2022-05-12 00:00:00,176
498,1,1,2022-05-13 00:00:00,176
499,1,1,2022-05-14 00:00:00,176
500,1,1,2022-05-15 00:00:00,176
501,1,1,2022-05-16 00:00:00,176
502,1,1,2022-05-17 00:00:00,176
503,1,1,2022-05-18 00:00:00,176
504,1,1,2022-05-19 00:00:00,176
505,1,1,2022-05-20 00:00:00,176
506,1,1,2022-05-21 00:00:00,176
507,1,1,2022-05-22 00:00:00,176
508,1,1,2022-05-23 00:00:00,176
509,1,1,2022-05-24 00:00:00,176
510,1,1,2022-05-25 00:00:00,176
511,1,1,2022-05-26 00:00:00,176
512,1,1,2022-05-27 00:00:00,176
513,1,1,2022-05-28 00:00:00,176
514,1,1,2022-05-29 00:00:00,176
515,1,1,2022-05-30 00:00:00,176
516,1,1,2022-05-31 00:00:00,176
517,1,1,2022-06-01 00:00:00,176
518,1,1,2022-06-02 00:00:00,176
519,1,1,2022-06-03 00:00:00,176
520,1,1,2022-06-04 00:00:00,176
521,1,1,2022-06-05 00:00:00,176
522,1,1,2022-06-06 00:00:00,176
523,1,1,2022-06-07 00:00:00,176
524,1,1,2022-06-08 00:00:00,176
525,1,1,2022-06-09 00:00:00,176
526,1,1,2022-06-10 00:00:00,176
527,1,1,2022-06-11 00:00:00,176
528,1,1,2022-06-12 00:00:00,176
529,1,1,2022-06-13 00:00:00,176
530,1,1,2022-06-14 00:00:00,176
531,1,1,2022-06-15 00:00:00,176
532,1,1,2022-06-16 00:00:00,176
533,1,1,2022-06-17 00:00:00,176
534,1,1,2022-06-18 00:00:00,176
535,1,1,2022-06-19 00:00:00,176
536,1,1,2022-06-20 00:00:00,176
537,1,1,2022-06-21 00:00:00,176
538,1,1,2022-06-22 00:00:00,176
539,1,1,2022-06-23 00:00:00,176
540,1,1,2022-06-24 00:00:00,176
541,1,1,2022-06-25 00:00:00,176
542,1,1,2022-06-26 00:00:00,176
543,1,1,2022-06-27 00:00:00,176
544,1,1,2022-06-28 00:00:00,176
545,1,1,2022-06-29 00:00:00,176
546,1,1,2022-06-30 00:00:00,176
547,1,1,2022-07-01 00:00:00,176
548,1,1,2022-07-02 00:00:00,176
549,1,1,2022-07-03 00:00:00,176
550,1,1,2022-07-04 00:00:00,176
551,1,1,2022-07-05 00:00:00,176
552,1,1,2022-07-06 00:00:00,176
553,1,1,2022-07-07 00:00:00,176
554,1,1,2022-07-08 00:00:00,176
555,1,1,2022-07-09 00:00:00,176
556,1,1,2022-07-10 00:00:00,176
557,1,1,2022-07-11 00:00:00,176
558,1,1,2022-07-12 00:00:00,176
559,1,1,2022-07-13 00:00:00,176
560,1,1,2022-07-14 00:00:00,176
561,1,1,2022-07-15 00:00:00,176
562,1,1,2022-07-16 00:00:00,176
563,1,1,2022-07-17 00:00:00,176
564,1,1,2022-07-18 00:00:00,176
565,1,1,2022-07-19 00:00:00,176
566,1,1,2022-07-20 00:00:00,176
567,1,1,2022-07-21 00:00:00,176
568,1,1,2022-07-22 00:00:00,176
569,1,1,2022-07-23 00:00:00,176
570,1,1,2022-07-24 00:00:00,176
571,1,1,2022-07-25 00:00:00,176
572,1,1,2022-07-26 00:00:00,176
573,1,1,2022-07-27 00:00:00,176
574,1,1,2022-07-28 00:00:00,176
575,1,1,2022-07-29 00:00:00,176
576,1,1,2022-07-30 00:00:00,176
577,1,1,2022-07-31 00:00:00,176
578,1,1,2022-08-01 00:00:00,176
579,1,1,2022-08-02 00:00:00,176
580,1,1,2022-08-03 00:00:00,176
581,1,1,2022-08-04 00:00:00,176
582,1,1,2022-08-05 00:00:00,176
583,1,1,2022-08-06 00:00:00,176
584,1,1,2022-08-07 00:00:00,176
585,1,1,2022-08-08 00:00:00,176
586,1,1,2022-08-09 00:00:00,176
587,1,1,2022-08-10 00:00:00,176
588,1,1,2022-08-11 00:00:00,176
589,1,1,2022-08-12 00:00:00,176
590,1,1,2022-08-13 00:00:00,176
591,1,1,2022-08-14 00:00:00,176
592,1,1,2022-08-15 00:00:00,176
593,1,1,2022-08-16 00:00:00,176
594,1,1,2022-08-17 00:00:00,176
595,1,1,2022-08-18 00:00:00,176
596,1,1,2022-08-19 00:00:00,176
597,1,1,2022-08-20 00:00:00,176
598,1,1,2022-08-21 00:00:00,176
599,1,1,2022-08-22 00:00:00,176
600,1,1,2022-08-23 00:00:00,176
601,1,1,2022-08-24 00:00:00,176
602,1,1,2022-08-25 00:00:00,176
603,1,1,2022-08-26 00:00:00,176
604,1,1,2022-08-27 00:00:00,176
605,1,1,2022-08-28 00:00:00,176
606,1,1,2022-08-29 00:00:00,176
607,1,1,2022-08-30 00:00:00,176
608,1,1,2022-08-31 00:00:00,176
609,1,1,2022-09-01 00:00:00,176
610,1,1,2022-09-02 00:00:00,176
611,1,1,2022-09-03 00:00:00,176
612,1,1,2022-09-04 00:00:00,176
613,1,1,2022-09-05 00:00:00,176
614,1,1,2022-09-06 00:00:00,176
615,1,1,2022-09-07 00:00:00,176
616,1,1,2022-09-08 00:00:00,176
617,1,1,2022-09-09 00:00:00,176
618,1,1,2022-09-10 00:00:00,176
619,1,1,2022-09-11 00:00:00,176
620,1,1,2022-09-12 00:00:00,176
621,1,1,2022-09-13 00:00:00,176
622,1,1,2022-09-14 00:00:00,176
623,1,1,2022-09-15 00:00:00,176
624,1,1,2022-09-16 00:00:00,176
625,1,1,2022-09-17 00:00:00,176
626,1,1,2022-09-18 00:00:00,176
627,1,1,2022-09-19 00:00:00,176
628,1,1,2022-09-20 00:00:00,176
629,1,1,2022-09-21 00:00:00,176
630,1,1,2022-09-22 00:00:00,176
631,1,1,2022-09-23 00:00:00,176
632,1,1,2022-09-24 00:00:00,176
633,1,1,2022-09-25 00:00:00,176
634,1,1,2022-09-26 00:00:00,176
635,1,1,2022-09-27 00:00:00,176
636,1,1,2022-09-28 00:00:00,176
637,1,1,2022-09-29 00:00:00,176
638,1,1,2022-09-30 00:00:00,176
639,1,1,2022-10-01 00:00:00,176
640,1,1,2022-10-02 00:00:00,176
641,1,1,2022-10-03 00:00:00,176
642,1,1,2022-10-04 00:00:00,176
643,1,1,2022-10-05 00:00:00,176
644,1,1,2022-10-06 00:00:00,176
645,1,1,2022-10-07 00:00:00,176
646,1,1,2022-10-08 00:00:00,176
647,1,1,2022-10-09 00:00:00,176
648,1,1,2022-10-10 00:00:00,176
649,1,1,2022-10-11 00:00:00,176
650,1,1,2022-10-12 00:00:00,176
651,1,1,2022-10-13 00:00:00,176
652,1,1,2022-10-14 00:00:00,176
653,1,1,2022-10-15 00:00:00,177
654,1,1,2022-10-16 00:00:00,177
655,1,1,2022-10-17 00:00:00,177
656,1,1,2022-10-18 00:00:00,177
657,1,1,2022-10-19 00:00:00,177
658,1,1,2022-10-20 00:00:00,177
659,1,1,2022-10-21 00:00:00,177
660,1,1,2022-10-22 00:00:00,177
661,1,1,2022-10-23 00:00:00,177
662,1,1,2022-10-24 00:00:00,177
663,1,1,2022-10-25 00:00:00,177
664,1,1,2022-10-26 00:00:00,177
