id,id_pais,id_material,fecha,largo
182,1,10,2015-01-02 00:00:00,470
183,1,10,2015-01-03 00:00:00,490
184,1,10,2015-01-04 00:00:00,840
185,1,10,2015-01-05 00:00:00,490
186,1,10,2015-01-06 00:00:00,0
187,1,10,2015-01-07 00:00:00,690
188,1,10,2015-01-08 00:00:00,0
189,1,10,2015-01-09 00:00:00,0
190,1,10,2015-01-10 00:00:00,350
191,1,10,2015-01-11 00:00:00,370
192,1,10,2015-01-12 00:00:00,290
193,1,10,2015-01-13 00:00:00,260
194,1,10,2015-01-14 00:00:00,870
195,1,10,2015-01-15 00:00:00,760
196,1,10,2015-01-16 00:00:00,0
197,1,10,2015-01-17 00:00:00,400
198,1,10,2015-01-18 00:00:00,0
199,1,10,2015-01-19 00:00:00,0
200,1,10,2015-01-20 00:00:00,360
201,1,11,2015-01-01 00:00:00,0
202,1,11,2015-01-02 00:00:00,0
203,1,11,2015-01-03 00:00:00,0
204,1,11,2015-01-04 00:00:00,930
205,1,11,2015-01-05 00:00:00,120
206,1,11,2015-01-06 00:00:00,0
207,1,11,2015-01-07 00:00:00,180
208,1,11,2015-01-08 00:00:00,0
209,1,11,2015-01-09 00:00:00,660
210,1,11,2015-01-10 00:00:00,330
211,1,11,2015-01-11 00:00:00,0
212,1,11,2015-01-12 00:00:00,0
213,1,11,2015-01-13 00:00:00,0
214,1,11,2015-01-14 00:00:00,140
215,1,11,2015-01-15 00:00:00,940
216,1,11,2015-01-16 00:00:00,0
217,1,11,2015-01-17 00:00:00,880
218,1,11,2015-01-18 00:00:00,0
219,1,11,2015-01-19 00:00:00,0
220,1,11,2015-01-20 00:00:00,360
221,1,12,2015-01-01 00:00:00,900
222,1,12,2015-01-02 00:00:00,0
223,1,12,2015-01-03 00:00:00,870
224,1,12,2015-01-04 00:00:00,140
225,1,12,2015-01-05 00:00:00,0
226,1,12,2015-01-06 00:00:00,0
227,1,12,2015-01-07 00:00:00,250
228,1,12,2015-01-08 00:00:00,0
229,1,12,2015-01-09 00:00:00,150
230,1,12,2015-01-10 00:00:00,380
231,1,12,2015-01-11 00:00:00,0
232,1,12,2015-01-12 00:00:00,0
233,1,12,2015-01-13 00:00:00,820
234,1,12,2015-01-14 00:00:00,910
235,1,12,2015-01-15 00:00:00,340
236,1,12,2015-01-16 00:00:00,170
237,1,12,2015-01-17 00:00:00,0
238,1,12,2015-01-18 00:00:00,0
239,1,12,2015-01-19 00:00:00,780
240,1,12,2015-01-20 00:00:00,0
241,1,13,2015-01-01 00:00:00,0
242,1,13,2015-01-02 00:00:00,480
243,1,13,2015-01-03 00:00:00,920
244,1,13,2015-01-04 00:00:00,0
245,1,13,2015-01-05 00:00:00,70
246,1,13,2015-01-06 00:00:00,0
247,1,13,2015-01-07 00:00:00,330
248,1,13,2015-01-08 00:00:00,0
249,1,13,2015-01-09 00:00:00,830
250,1,13,2015-01-10 00:00:00,0
251,1,13,2015-01-11 00:00:00,0
252,1,13,2015-01-12 00:00:00,810
253,1,13,2015-01-13 00:00:00,0
254,1,13,2015-01-14 00:00:00,680
255,1,13,2015-01-15 00:00:00,680
256,1,13,2015-01-16 00:00:00,400
257,1,13,2015-01-17 00:00:00,540
258,1,13,2015-01-18 00:00:00,130
259,1,13,2015-01-19 00:00:00,490
260,1,13,2015-01-20 00:00:00,300
261,1,14,2015-01-01 00:00:00,460
262,1,14,2015-01-02 00:00:00,360
263,1,14,2015-01-03 00:00:00,0
264,1,14,2015-01-04 00:00:00,690
265,1,14,2015-01-05 00:00:00,400
266,1,14,2015-01-06 00:00:00,10
267,1,14,2015-01-07 00:00:00,0
268,1,14,2015-01-08 00:00:00,180
269,1,14,2015-01-09 00:00:00,0
270,1,14,2015-01-10 00:00:00,0
271,1,14,2015-01-11 00:00:00,0
272,1,14,2015-01-12 00:00:00,720
273,1,14,2015-01-13 00:00:00,960
274,1,14,2015-01-14 00:00:00,0
275,1,14,2015-01-15 00:00:00,40
276,1,14,2015-01-16 00:00:00,700
277,1,14,2015-01-17 00:00:00,920
278,1,14,2015-01-18 00:00:00,0
279,1,14,2015-01-19 00:00:00,890
280,1,14,2015-01-20 00:00:00,420
281,1,15,2015-01-01 00:00:00,610
282,1,15,2015-01-02 00:00:00,0
283,1,15,2015-01-03 00:00:00,910
284,1,15,2015-01-04 00:00:00,560
285,1,15,2015-01-05 00:00:00,330
286,1,15,2015-01-06 00:00:00,500
287,1,15,2015-01-07 00:00:00,0
288,1,15,2015-01-08 00:00:00,0
289,1,15,2015-01-09 00:00:00,460
290,1,15,2015-01-10 00:00:00,900
291,1,15,2015-01-11 00:00:00,0
292,1,15,2015-01-12 00:00:00,920
293,1,15,2015-01-13 00:00:00,120
294,1,15,2015-01-14 00:00:00,460
295,1,15,2015-01-15 00:00:00,700
296,1,15,2015-01-16 00:00:00,580
297,1,15,2015-01-17 00:00:00,0
298,1,15,2015-01-18 00:00:00,0
299,1,15,2015-01-19 00:00:00,610
300,1,15,2015-01-20 00:00:00,680
301,1,16,2015-01-01 00:00:00,660
302,1,16,2015-01-02 00:00:00,950
303,1,16,2015-01-03 00:00:00,0
304,1,16,2015-01-04 00:00:00,850
305,1,16,2015-01-05 00:00:00,0
306,1,16,2015-01-06 00:00:00,670
307,1,16,2015-01-07 00:00:00,0
308,1,16,2015-01-08 00:00:00,770
309,1,16,2015-01-09 00:00:00,10
310,1,16,2015-01-10 00:00:00,640
311,1,16,2015-01-11 00:00:00,630
312,1,16,2015-01-12 00:00:00,550
313,1,16,2015-01-13 00:00:00,410
314,1,16,2015-01-14 00:00:00,0
315,1,16,2015-01-15 00:00:00,850
316,1,16,2015-01-16 00:00:00,0
317,1,16,2015-01-17 00:00:00,970
318,1,16,2015-01-18 00:00:00,0
319,1,16,2015-01-19 00:00:00,250
320,1,16,2015-01-20 00:00:00,70
321,1,17,2015-01-01 00:00:00,430
322,1,17,2015-01-02 00:00:00,190
323,1,17,2015-01-03 00:00:00,0
324,1,17,2015-01-04 00:00:00,0
325,1,17,2015-01-05 00:00:00,920
326,1,17,2015-01-06 00:00:00,680
327,1,17,2015-01-07 00:00:00,540
328,1,17,2015-01-08 00:00:00,580
329,1,17,2015-01-09 00:00:00,220
330,1,17,2015-01-10 00:00:00,100
331,1,17,2015-01-11 00:00:00,280
332,1,17,2015-01-12 00:00:00,0
333,1,17,2015-01-13 00:00:00,0
334,1,17,2015-01-14 00:00:00,0
335,1,17,2015-01-15 00:00:00,280
336,1,17,2015-01-16 00:00:00,0
337,1,17,2015-01-17 00:00:00,0
338,1,17,2015-01-18 00:00:00,0
339,1,17,2015-01-19 00:00:00,920
340,1,17,2015-01-20 00:00:00,950
341,1,18,2015-01-01 00:00:00,670
342,1,18,2015-01-02 00:00:00,610
343,1,18,2015-01-03 00:00:00,90
344,1,18,2015-01-04 00:00:00,740
345,1,18,2015-01-05 00:00:00,240
346,1,18,2015-01-06 00:00:00,740
347,1,18,2015-01-07 00:00:00,500
348,1,18,2015-01-08 00:00:00,920
349,1,18,2015-01-09 00:00:00,0
350,1,18,2015-01-10 00:00:00,820
351,1,18,2015-01-11 00:00:00,400
352,1,18,2015-01-12 00:00:00,480
353,1,18,2015-01-13 00:00:00,370
354,1,18,2015-01-14 00:00:00,810
355,1,18,2015-01-15 00:00:00,790
356,1,18,2015-01-16 00:00:00,570
357,1,18,2015-01-17 00:00:00,0
358,1,18,2015-01-18 00:00:00,0
359,1,18,2015-01-19 00:00:00,0
360,1,18,2015-01-20 00:00:00,0
361,1,19,2015-01-01 00:00:00,280
362,1,19,2015-01-02 00:00:00,0
363,1,19,2015-01-03 00:00:00,290
364,1,19,2015-01-04 00:00:00,320
365,1,19,2015-01-05 00:00:00,570
366,1,19,2015-01-06 00:00:00,0
367,1,19,2015-01-07 00:00:00,650
368,1,19,2015-01-08 00:00:00,30
369,1,19,2015-01-09 00:00:00,580
370,1,19,2015-01-10 00:00:00,960
371,1,19,2015-01-11 00:00:00,460
372,1,19,2015-01-12 00:00:00,0
373,1,19,2015-01-13 00:00:00,850
374,1,19,2015-01-14 00:00:00,80
375,1,19,2015-01-15 00:00:00,720
376,1,19,2015-01-16 00:00:00,900
377,1,19,2015-01-17 00:00:00,0
378,1,19,2015-01-18 00:00:00,100
379,1,19,2015-01-19 00:00:00,0
380,1,19,2015-01-20 00:00:00,240
381,1,20,2015-01-01 00:00:00,0
382,1,20,2015-01-02 00:00:00,0
383,1,20,2015-01-03 00:00:00,720
384,1,20,2015-01-04 00:00:00,0
385,1,20,2015-01-05 00:00:00,920
386,1,20,2015-01-06 00:00:00,0
387,1,20,2015-01-07 00:00:00,0
388,1,20,2015-01-08 00:00:00,0
389,1,20,2015-01-09 00:00:00,110
390,1,20,2015-01-10 00:00:00,360
391,1,20,2015-01-11 00:00:00,360
392,1,20,2015-01-12 00:00:00,820
393,1,20,2015-01-13 00:00:00,0
394,1,20,2015-01-14 00:00:00,770
395,1,20,2015-01-15 00:00:00,130
396,1,20,2015-01-16 00:00:00,0
397,1,20,2015-01-17 00:00:00,830
398,1,20,2015-01-18 00:00:00,0
399,1,20,2015-01-19 00:00:00,0
400,1,20,2015-01-20 00:00:00,110
401,1,21,2015-01-01 00:00:00,380
402,1,21,2015-01-02 00:00:00,0
403,1,21,2015-01-03 00:00:00,220
404,1,21,2015-01-04 00:00:00,0
405,1,21,2015-01-05 00:00:00,160
406,1,21,2015-01-06 00:00:00,60
407,1,21,2015-01-07 00:00:00,0
408,1,21,2015-01-08 00:00:00,300
409,1,21,2015-01-09 00:00:00,160
410,1,21,2015-01-10 00:00:00,0
411,1,21,2015-01-11 00:00:00,0
412,1,21,2015-01-12 00:00:00,0
413,1,21,2015-01-13 00:00:00,0
414,1,21,2015-01-14 00:00:00,0
415,1,21,2015-01-15 00:00:00,0
416,1,21,2015-01-16 00:00:00,440
417,1,21,2015-01-17 00:00:00,790
418,1,21,2015-01-18 00:00:00,310
419,1,21,2015-01-19 00:00:00,720
420,1,21,2015-01-20 00:00:00,0
421,1,22,2015-01-01 00:00:00,180
422,1,22,2015-01-02 00:00:00,0
423,1,22,2015-01-03 00:00:00,930
424,1,22,2015-01-04 00:00:00,520
425,1,22,2015-01-05 00:00:00,0
426,1,22,2015-01-06 00:00:00,720
427,1,22,2015-01-07 00:00:00,800
428,1,22,2015-01-08 00:00:00,490
429,1,22,2015-01-09 00:00:00,220
430,1,22,2015-01-10 00:00:00,0
431,1,22,2015-01-11 00:00:00,0
432,1,22,2015-01-12 00:00:00,0
433,1,22,2015-01-13 00:00:00,410
434,1,22,2015-01-14 00:00:00,10
435,1,22,2015-01-15 00:00:00,270
436,1,22,2015-01-16 00:00:00,0
437,1,22,2015-01-17 00:00:00,690
438,1,22,2015-01-18 00:00:00,500
439,1,22,2015-01-19 00:00:00,170
440,1,22,2015-01-20 00:00:00,680
441,1,23,2015-01-01 00:00:00,580
442,1,23,2015-01-02 00:00:00,660
443,1,23,2015-01-03 00:00:00,0
444,1,23,2015-01-04 00:00:00,480
445,1,23,2015-01-05 00:00:00,0
446,1,23,2015-01-06 00:00:00,70
447,1,23,2015-01-07 00:00:00,850
448,1,23,2015-01-08 00:00:00,540
449,1,23,2015-01-09 00:00:00,870
450,1,23,2015-01-10 00:00:00,0
451,1,23,2015-01-11 00:00:00,0
452,1,23,2015-01-12 00:00:00,0
453,1,23,2015-01-13 00:00:00,300
454,1,23,2015-01-14 00:00:00,330
455,1,23,2015-01-15 00:00:00,310
456,1,23,2015-01-16 00:00:00,0
457,1,23,2015-01-17 00:00:00,450
458,1,23,2015-01-18 00:00:00,0
459,1,23,2015-01-19 00:00:00,950
460,1,23,2015-01-20 00:00:00,0
461,1,24,2015-01-01 00:00:00,390
462,1,24,2015-01-02 00:00:00,0
463,1,24,2015-01-03 00:00:00,0
464,1,24,2015-01-04 00:00:00,360
465,1,24,2015-01-05 00:00:00,470
466,1,24,2015-01-06 00:00:00,960
467,1,24,2015-01-07 00:00:00,0
468,1,24,2015-01-08 00:00:00,690
469,1,24,2015-01-09 00:00:00,630
470,1,24,2015-01-10 00:00:00,670
471,1,24,2015-01-11 00:00:00,0
472,1,24,2015-01-12 00:00:00,680
473,1,24,2015-01-13 00:00:00,0
474,1,24,2015-01-14 00:00:00,0
475,1,24,2015-01-15 00:00:00,100
476,1,24,2015-01-16 00:00:00,0
477,1,24,2015-01-17 00:00:00,360
478,1,24,2015-01-18 00:00:00,940
479,1,24,2015-01-19 00:00:00,540
480,1,24,2015-01-20 00:00:00,890
481,1,25,2015-01-01 00:00:00,640
482,1,25,2015-01-02 00:00:00,230
483,1,25,2015-01-03 00:00:00,280
484,1,25,2015-01-04 00:00:00,40
485,1,25,2015-01-05 00:00:00,830
486,1,25,2015-01-06 00:00:00,0
487,1,25,2015-01-07 00:00:00,240
488,1,25,2015-01-08 00:00:00,980
489,1,25,2015-01-09 00:00:00,0
490,1,25,2015-01-10 00:00:00,70
491,1,25,2015-01-11 00:00:00,750
492,1,25,2015-01-12 00:00:00,620
493,1,25,2015-01-13 00:00:00,610
494,1,25,2015-01-14 00:00:00,0
495,1,25,2015-01-15 00:00:00,980
496,1,25,2015-01-16 00:00:00,510
497,1,25,2015-01-17 00:00:00,670
498,1,25,2015-01-18 00:00:00,500
499,1,25,2015-01-19 00:00:00,980
500,1,25,2015-01-20 00:00:00,0
501,1,26,2015-01-01 00:00:00,740
502,1,26,2015-01-02 00:00:00,190
503,1,26,2015-01-03 00:00:00,860
504,1,26,2015-01-04 00:00:00,0
505,1,26,2015-01-05 00:00:00,720
506,1,26,2015-01-06 00:00:00,400
507,1,26,2015-01-07 00:00:00,190
508,1,26,2015-01-08 00:00:00,0
509,1,26,2015-01-09 00:00:00,470
510,1,26,2015-01-10 00:00:00,440
511,1,26,2015-01-11 00:00:00,70
512,1,26,2015-01-12 00:00:00,920
513,1,26,2015-01-13 00:00:00,0
514,1,26,2015-01-14 00:00:00,560
515,1,26,2015-01-15 00:00:00,0
516,1,26,2015-01-16 00:00:00,80
517,1,26,2015-01-17 00:00:00,0
518,1,26,2015-01-18 00:00:00,740
519,1,26,2015-01-19 00:00:00,360
520,1,26,2015-01-20 00:00:00,570
521,1,27,2015-01-01 00:00:00,710
522,1,27,2015-01-02 00:00:00,0
523,1,27,2015-01-03 00:00:00,100
524,1,27,2015-01-04 00:00:00,230
525,1,27,2015-01-05 00:00:00,260
526,1,27,2015-01-06 00:00:00,0
527,1,27,2015-01-07 00:00:00,0
528,1,27,2015-01-08 00:00:00,0
529,1,27,2015-01-09 00:00:00,970
530,1,27,2015-01-10 00:00:00,530
531,1,27,2015-01-11 00:00:00,0
532,1,27,2015-01-12 00:00:00,630
533,1,27,2015-01-13 00:00:00,960
534,1,27,2015-01-14 00:00:00,60
535,1,27,2015-01-15 00:00:00,40
536,1,27,2015-01-16 00:00:00,340
537,1,27,2015-01-17 00:00:00,0
538,1,27,2015-01-18 00:00:00,980
539,1,27,2015-01-19 00:00:00,0
540,1,27,2015-01-20 00:00:00,600
541,1,28,2015-01-01 00:00:00,0
542,1,28,2015-01-02 00:00:00,220
543,1,28,2015-01-03 00:00:00,140
544,1,28,2015-01-04 00:00:00,580
545,1,28,2015-01-05 00:00:00,0
546,1,28,2015-01-06 00:00:00,0
547,1,28,2015-01-07 00:00:00,630
548,1,28,2015-01-08 00:00:00,670
549,1,28,2015-01-09 00:00:00,940
550,1,28,2015-01-10 00:00:00,0
551,1,28,2015-01-11 00:00:00,430
552,1,28,2015-01-12 00:00:00,470
553,1,28,2015-01-13 00:00:00,0
554,1,28,2015-01-14 00:00:00,410
555,1,28,2015-01-15 00:00:00,0
556,1,28,2015-01-16 00:00:00,850
557,1,28,2015-01-17 00:00:00,680
558,1,28,2015-01-18 00:00:00,120
559,1,28,2015-01-19 00:00:00,0
560,1,28,2015-01-20 00:00:00,640
561,1,29,2015-01-01 00:00:00,440
562,1,29,2015-01-02 00:00:00,370
563,1,29,2015-01-03 00:00:00,730
564,1,29,2015-01-04 00:00:00,210
565,1,29,2015-01-05 00:00:00,0
566,1,29,2015-01-06 00:00:00,700
567,1,29,2015-01-07 00:00:00,0
568,1,29,2015-01-08 00:00:00,0
569,1,29,2015-01-09 00:00:00,0
570,1,29,2015-01-10 00:00:00,0
571,1,29,2015-01-11 00:00:00,50
572,1,29,2015-01-12 00:00:00,240
573,1,29,2015-01-13 00:00:00,440
574,1,29,2015-01-14 00:00:00,200
575,1,29,2015-01-15 00:00:00,920
576,1,29,2015-01-16 00:00:00,840
577,1,29,2015-01-17 00:00:00,570
578,1,29,2015-01-18 00:00:00,490
579,1,29,2015-01-19 00:00:00,880
580,1,29,2015-01-20 00:00:00,30
581,1,30,2015-01-01 00:00:00,910
582,1,30,2015-01-02 00:00:00,0
583,1,30,2015-01-03 00:00:00,0
584,1,30,2015-01-04 00:00:00,0
585,1,30,2015-01-05 00:00:00,760
586,1,30,2015-01-06 00:00:00,670
587,1,30,2015-01-07 00:00:00,0
588,1,30,2015-01-08 00:00:00,210
589,1,30,2015-01-09 00:00:00,910
590,1,30,2015-01-10 00:00:00,110
591,1,30,2015-01-11 00:00:00,760
592,1,30,2015-01-12 00:00:00,0
593,1,30,2015-01-13 00:00:00,0
594,1,30,2015-01-14 00:00:00,700
595,1,30,2015-01-15 00:00:00,0
596,1,30,2015-01-16 00:00:00,0
597,1,30,2015-01-17 00:00:00,0
598,1,30,2015-01-18 00:00:00,0
599,1,30,2015-01-19 00:00:00,470
600,1,30,2015-01-20 00:00:00,0
601,1,31,2015-01-01 00:00:00,220
602,1,31,2015-01-02 00:00:00,290
603,1,31,2015-01-03 00:00:00,730
604,1,31,2015-01-04 00:00:00,0
605,1,31,2015-01-05 00:00:00,0
606,1,31,2015-01-06 00:00:00,0
607,1,31,2015-01-07 00:00:00,0
608,1,31,2015-01-08 00:00:00,730
609,1,31,2015-01-09 00:00:00,850
610,1,31,2015-01-10 00:00:00,0
611,1,31,2015-01-11 00:00:00,940
612,1,31,2015-01-12 00:00:00,870
613,1,31,2015-01-13 00:00:00,920
614,1,31,2015-01-14 00:00:00,240
615,1,31,2015-01-15 00:00:00,0
616,1,31,2015-01-16 00:00:00,640
617,1,31,2015-01-17 00:00:00,0
618,1,31,2015-01-18 00:00:00,330
619,1,31,2015-01-19 00:00:00,820
620,1,31,2015-01-20 00:00:00,360
621,1,32,2015-01-01 00:00:00,0
622,1,32,2015-01-02 00:00:00,0
623,1,32,2015-01-03 00:00:00,740
624,1,32,2015-01-04 00:00:00,230
625,1,32,2015-01-05 00:00:00,0
626,1,32,2015-01-06 00:00:00,590
627,1,32,2015-01-07 00:00:00,0
628,1,32,2015-01-08 00:00:00,520
629,1,32,2015-01-09 00:00:00,690
630,1,32,2015-01-10 00:00:00,0
631,1,32,2015-01-11 00:00:00,320
632,1,32,2015-01-12 00:00:00,0
633,1,32,2015-01-13 00:00:00,0
634,1,32,2015-01-14 00:00:00,350
635,1,32,2015-01-15 00:00:00,0
636,1,32,2015-01-16 00:00:00,0
637,1,32,2015-01-17 00:00:00,0
638,1,32,2015-01-18 00:00:00,0
639,1,32,2015-01-19 00:00:00,820
640,1,32,2015-01-20 00:00:00,0
641,1,33,2015-01-01 00:00:00,0
642,1,33,2015-01-02 00:00:00,0
643,1,33,2015-01-03 00:00:00,940
644,1,33,2015-01-04 00:00:00,750
645,1,33,2015-01-05 00:00:00,610
646,1,33,2015-01-06 00:00:00,830
647,1,33,2015-01-07 00:00:00,780
648,1,33,2015-01-08 00:00:00,0
649,1,33,2015-01-09 00:00:00,0
650,1,33,2015-01-10 00:00:00,600
651,1,33,2015-01-11 00:00:00,0
652,1,33,2015-01-12 00:00:00,460
653,1,33,2015-01-13 00:00:00,770
654,1,33,2015-01-14 00:00:00,840
655,1,33,2015-01-15 00:00:00,850
656,1,33,2015-01-16 00:00:00,0
657,1,33,2015-01-17 00:00:00,0
658,1,33,2015-01-18 00:00:00,180
659,1,33,2015-01-19 00:00:00,600
660,1,33,2015-01-20 00:00:00,0
661,1,34,2015-01-01 00:00:00,0
662,1,34,2015-01-02 00:00:00,340
663,1,34,2015-01-03 00:00:00,910
664,1,34,2015-01-04 00:00:00,0
